volt_V1,volt_V2,volt_V3,current_A1,current_A2,current_A3,power_kW,power_factor,motor_temp_C
402.59,399.63,395.86,21.33,23.23,23.9,12.52,0.867,62.81
399.58,394.77,400.12,18.83,23.49,24.75,13.84,0.908,62.18
403.11,400.23,403.74,23.48,23.73,22.71,13.25,0.926,63.63
400.54,400.59,403.63,20.33,25.17,22.46,13.5,0.882,62.87
396.44,401.78,399.17,22.92,23.1,23.49,14.75,0.898,63.01
393.97,398.04,398.94,24.98,22.46,21.63,14.14,0.906,62.29
400.29,396.31,404.34,24.13,23.7,24.55,13.81,0.87,64
396.13,397.46,401.33,22.27,23.76,25.97,16.08,0.879,62.56
404.87,402.03,395.22,23.9,24.78,22.64,14.35,0.892,64.34
405.31,400.34,399.87,23.43,21.44,22.87,14.11,0.877,64.94
403.99,399.16,403,23.27,21.62,23.37,13.99,0.9,63.27
401.01,401.73,400.54,23.9,23.49,22.64,12.64,0.894,63.92
400.48,398.37,397.66,22.26,22.3,23.48,12.83,0.889,62.07
399.81,402.98,400.63,24.03,23.03,23.04,14.16,0.882,61.87
400.05,400.53,397.18,24.71,22.55,24.52,13.66,0.879,63.65
400.17,403.76,400.95,22.65,22.92,22.53,13.01,0.891,62.13
395.78,396.2,397.17,20.54,24.94,20.27,14.49,0.91,62.31
402.26,400.44,401.19,20.62,22.52,23.14,14.47,0.877,64.09
399.81,397.12,402.52,23.17,23.38,23.25,14.48,0.908,63.3
398.74,403.69,397.98,22.76,22.71,23.59,14.07,0.895,63.75
404.87,405.34,401.77,22.66,24.04,21.96,13.58,0.901,62.15
400.83,394.45,399.75,22.51,23.51,23.7,13.67,0.886,62.87
404.13,399.99,399.75,21.46,25.49,22.81,13.87,0.913,64.34
403.9,403.95,402.06,25.34,22.29,25.32,14.03,0.884,63.4
401.71,397.5,403.41,21.78,23.75,23.55,14.64,0.912,63.76
398.62,398.04,397.16,22.23,22.75,22.46,13.87,0.901,63.42
399.17,401.42,394.94,21.26,23.99,20.52,13.98,0.894,64.5
399.82,401.02,393.41,22.35,24.1,21.51,13.4,0.887,62.21
397.73,397.09,396.28,21.84,24.4,22.29,13.45,0.904,63.29
398.38,395.63,404.51,24.14,23.79,22.87,13.97,0.912,62.65
402.09,399.76,402.34,22.03,23.74,21.72,15.33,0.937,63.66
407.16,401.91,400.67,23,22.8,22.62,14.41,0.94,61.59
396.37,398.2,402.24,23.38,23.38,23.8,13.24,0.908,63.43
401.9,402.69,402.57,24.67,23.79,22.72,14.6,0.912,63.71
402.37,403.68,402.08,23.08,22.81,22.59,13.5,0.913,65.1
395.17,398.05,403.03,21.83,22.78,20.9,13.4,0.872,61.61
399.03,397.41,402.1,20.77,24.09,22.2,14.23,0.896,63.54
402.09,402.93,397.15,22.72,23.42,21.94,14.6,0.909,63.27
401.24,396.16,395.96,19.78,24.32,24.45,13.78,0.876,62.14
399.46,398.76,398.85,23.47,20.91,25.52,14.39,0.915,61.82
399.17,403.32,402.43,23.47,23.26,23.29,15.89,0.914,61.83
398.8,403.15,397.06,22.23,19.73,24.78,14.21,0.896,63.02
406.15,395.22,401.77,21.27,22.92,22.43,15.73,0.865,62.45
400.27,400.78,399.44,24.82,22.42,21.85,12.94,0.909,63.78
398.48,403.65,399.54,24.56,25.26,25.1,13.88,0.903,61.81
397.13,396.53,400.76,23.75,23.27,21.98,14.69,0.915,63.51
396.99,399.4,396.86,22.6,25.18,21.45,13.38,0.874,64.17
401.03,398.41,398.01,23.67,21.99,23.9,14.07,0.895,62.69
402.75,398.81,401.02,21.48,23.6,23.7,13.61,0.878,62.71
405.87,402.11,401.65,23.01,21.28,23.24,13.95,0.898,64.21
398.28,397.69,399.45,20.42,23.82,21.14,14.44,0.902,62.58
393.54,396.42,401.62,24.67,22.47,23.55,15.84,0.898,62.12
404.3,399.34,400.59,22.45,23.09,22.45,12.48,0.92,62.37
403.8,405.5,401.04,23.19,21.72,23.57,14.8,0.899,64.51
402.35,401.45,398.21,22.59,20.51,25.26,13.6,0.9,61.55
402.37,399.57,403.69,23.81,21.01,23.16,13.21,0.878,64.99
406.27,398.71,398.16,21.02,22.32,24.16,14.52,0.92,62.6
401.76,397.07,405.12,23.06,23.09,23.45,13.51,0.904,63.9
401.61,401.54,402.16,22.32,22.52,24.41,12.99,0.894,61.8
394.56,403.77,403.98,22.23,22.3,23.96,14.43,0.907,63.48
398.34,397.96,400.28,23.56,23.4,24.06,13.98,0.88,61.62
403.81,398.02,399.15,24.23,22.71,22.9,15.1,0.898,63.89
405.35,396.99,401.25,24.46,26.35,22.44,14.85,0.914,60.85
399.53,400.44,398.77,22.7,23.13,22.15,15.07,0.895,62.17
403.51,397.62,397.46,23.58,25.61,22.59,13.42,0.899,62.1
394.9,402.18,401.07,23,24.06,22.6,14.38,0.899,63.46
400.86,401.04,394.77,23.69,23.18,23.38,15.18,0.901,62.29
403.21,402.34,399.71,23.1,23.59,22.35,15.3,0.927,63.72
399.37,400.23,397.89,23.52,23.85,22.82,12.49,0.899,63.78
396.8,400.3,405.27,22.79,24.78,22.41,13.37,0.908,62.69
399.41,404.08,402.33,23.2,23.17,25.63,12.74,0.885,62.99
399.03,393.28,394.36,22.67,21.82,21.7,14.51,0.911,61.81
401.2,400.88,400.89,23.36,23.75,23.63,13.57,0.911,62.16
397.24,400.2,399.88,22.06,23.51,23.6,14.1,0.899,64.77
395.95,399.08,400.34,24.17,23.23,23,13.94,0.882,62.77
404.09,406.22,402.88,23.63,22.13,22.26,13.41,0.886,62.52
393.49,399.59,398.64,22.56,22.51,23.01,13.96,0.903,61.46
403.17,397.44,400.32,23.54,21.41,22.99,14.63,0.896,63.34
400.02,397.88,401.2,24.3,22.56,22.36,14.17,0.897,62.02
399.65,404.15,398.62,23.2,24.79,23.36,14.18,0.876,62.29
404.82,397.38,401.22,21.2,23.57,20.51,13.56,0.914,63.48
405.18,396.73,395.29,24.07,24.36,23.36,14.93,0.896,62.65
400.54,404.45,398.97,21.97,22.74,22.6,13.72,0.88,62.05
403.98,401.54,405.88,21.71,22.14,23.39,14.94,0.891,60.71
404.7,398.01,399.56,23.96,24.15,22.61,13.83,0.899,61.5
400.7,398.53,399.24,24,22.35,21.97,14.56,0.887,62.78
406.11,404.75,400.18,20.73,23.3,22.92,14.15,0.901,63.11
396.34,397.34,395.06,22.24,23.81,22.04,13.48,0.879,62.95
401.59,399.44,394.65,22.51,22.78,24.77,14.49,0.883,61.13
399.16,399.42,395.56,21.63,23.01,21.76,14.11,0.917,63.1
400.24,403.45,396.76,24.01,24.29,22.81,12.58,0.903,63.72
395.33,400.25,394.48,23.99,24.02,22.03,15.2,0.903,63.18
395.93,399.62,404.25,23.44,24.24,23.33,14.62,0.881,61.56
402.47,403.78,399.31,21.68,23.96,21.9,14.92,0.887,62.11
405.86,405.67,398.59,22.43,24.68,23.57,13.3,0.936,63.48
395.68,399,401.93,21.02,22.22,20.88,13.86,0.885,62.61
402.45,400.25,399.42,23.39,23.98,24.65,14.05,0.887,64.63
400.66,401,398.29,22.81,21.19,22.66,13.97,0.903,63.24
400.32,403.95,393.51,22.32,23.51,23.13,15.88,0.912,63.74
401.32,402.51,402.76,23.6,23.83,22.09,14.17,0.906,62.63
397.45,402.84,402.46,22.13,22.79,21.65,13.43,0.887,62.83
403.36,395.71,400.61,24.05,23.29,21.27,13.95,0.906,62.61
400.87,402.3,403.04,20.75,21.77,24.5,14.16,0.891,64.07
398.74,398.65,392.34,23.46,22.96,24.66,13.85,0.885,61.26
399.9,400.75,399.55,23.52,25.04,23.05,14.55,0.903,63.5
405.78,399.06,397.19,23.96,24.36,23.25,13.12,0.931,62.75
396.99,403.26,404.74,21.9,23.61,23.31,13.52,0.902,60.5
398.01,401.18,401,24.72,24.82,24.02,13.95,0.892,63.04
397.72,400.94,400.2,24.66,22.03,24.02,13.88,0.89,63.92
401.06,400.24,405.78,24.7,22.35,25.16,13.99,0.909,63.71
403.46,399.91,399.05,21.91,21.6,21.02,13.15,0.901,60.97
401.18,396.05,402.37,23.24,22.55,22.56,13.1,0.908,62.42
400.93,398.75,404.27,21.11,24.09,22.8,13.76,0.905,64.06
396.46,399.62,400.38,21.98,22.36,24.17,13.75,0.923,61.51
398.79,398.58,400.06,23.41,21.02,22.08,14.05,0.898,62.93
404.59,405.22,399.56,21.73,22.81,23.57,13.15,0.878,62.7
400.32,395.96,399.6,21.03,23.54,22.47,13.41,0.887,64.25
398.5,398.79,398.35,23.05,23.73,22.51,14.63,0.92,64.67
397.39,398.51,396.94,24.67,23.59,21.77,14.31,0.895,62.27
399.05,397.52,396.72,24.04,21.84,23.66,14.06,0.891,63.21
403.09,401.57,399.55,22.9,22.11,23.19,15.1,0.91,61
404.48,396.88,399.51,23.32,24.46,24.68,14.19,0.885,62.23
399.43,398.57,397.55,22.33,21.57,23.81,13.93,0.911,63.86
398.04,405.19,399.03,21.89,23.28,22.93,13.94,0.927,62.6
401.97,399.71,400.25,21.88,24.43,22.52,13.4,0.888,63.88
402.05,404.12,401.05,21.36,22.8,23.95,15.02,0.873,61.88
403.89,403.9,400.52,22.59,24.9,21.9,15.91,0.906,61.45
394.61,398.87,396.68,24.3,22.63,23.46,15.02,0.886,63.38
396.44,403.2,399.22,23.87,25.02,24.02,13.22,0.91,62.52
401.08,400.65,392.42,23.16,20.62,22.02,13.88,0.923,62.45
402.63,397.71,396.79,23.59,24.67,24.88,14.41,0.896,63.47
399.85,396.8,401.49,22.6,21.95,22.5,13.9,0.929,63.02
396.77,400.99,401.89,23.15,23.2,22.31,14.67,0.917,61.32
401.41,396.78,395.73,22.15,23.53,22.02,14.26,0.905,63.5
400.29,405.08,402.47,23.01,22.57,23.92,12.76,0.903,63.79
394.62,398.35,406.39,24.07,22.86,25.08,12.7,0.904,62.38
403,402.76,396.63,22.17,22.32,23.42,13.19,0.878,61.93
397.81,397.26,402.23,23.36,22.97,22.19,13.43,0.885,62.88
403.33,400.45,406.06,23.97,23.38,25.68,13.95,0.899,63.03
402.85,402.98,399.57,23.57,25.3,23.21,13.58,0.88,63.06
399.15,394.87,400.96,23.86,23.65,22.58,13.71,0.913,62.12
403.29,400.61,397.68,20.64,21.77,21.32,13.68,0.9,63.56
401.16,401.52,394,23.64,22.5,20.66,13.99,0.875,63.34
403.3,401.75,402.12,23.55,21.8,23.2,14.25,0.894,64.85
396.18,397.73,400.42,24.18,23.17,22.41,13.26,0.91,62.13
399.44,400.74,395.22,22.58,24.03,23.6,13.88,0.891,62.62
396.33,401.19,405.75,24.06,21.36,23.92,13.48,0.895,61.88
402.57,393.76,394.41,22.87,24.02,24.24,14.52,0.911,62.23
403.46,401.65,399.04,21.6,22.64,24.13,13.95,0.915,62.74
397.3,402.47,402.56,22.31,22.04,24.39,13.75,0.898,62.12
404.77,400.54,396.95,22.47,20.53,25.27,12.74,0.909,62.71
401.88,394.83,400.91,23.02,22.16,25.12,12.52,0.901,64.31
397.72,402.56,400.22,24.64,22.66,22.29,12.49,0.891,64.02
402.13,396.44,400.05,21.36,21.28,23.31,13.12,0.916,62.26
400.86,400.2,400.16,23.87,23.78,22.43,12.98,0.895,62.5
398.09,401.29,399.04,21.21,22.52,21.99,14.06,0.903,63.11
400.73,394.98,398.11,23.73,22.37,20.89,12.31,0.899,62.61
401.71,396.81,401.63,20.63,22.48,24.59,13.62,0.932,62.09
399.38,400.73,404.56,24.89,23.57,23.91,14.05,0.899,63.58
398.84,400.12,405.1,22.23,22.53,23.1,13.88,0.903,62.33
400.43,399.58,398.15,21.32,25.26,21.02,13.89,0.89,63.92
391.88,396.17,397.9,19.93,22.75,24.15,13.19,0.896,65.27
401.55,402.23,404.53,24.21,21.46,22.01,13.76,0.917,63.98
402.9,400.59,401.58,22.19,23.57,23.87,14.12,0.906,65.28
397.64,399.7,398.3,25,22.82,22.93,13.42,0.882,61.18
396,402.64,397.37,21.8,20.28,24.07,14.59,0.893,61.94
402.13,396.41,399.61,23.59,21.8,21.87,14.23,0.883,62.22
400.83,394.12,395.83,24.15,21.14,23.91,14.81,0.906,63.24
401.76,396.68,403.64,22.39,24.39,20.3,14.22,0.901,62.8
401.25,400.42,401.54,23.65,24.37,22.08,14.53,0.905,63.65
395.26,402.9,403.8,21.44,22.7,23.29,13,0.913,64.08
401.71,398.06,400.57,24.11,21.74,22.23,13.23,0.9,62.8
398.45,402.38,401.77,23.47,23.92,23.12,12.54,0.899,61.28
401.06,398.48,398.92,22.17,22.81,22.8,14.58,0.901,63.6
395.17,401.16,400.26,21.67,22.99,23.3,12.97,0.911,62.62
399.03,397.37,401.56,24.52,22.18,23.16,12.65,0.898,62.56
401.85,404.81,396.79,24.02,22.98,23.78,14.97,0.891,61.77
398.7,394.2,403.21,21.96,21.7,23.21,14.11,0.914,62.38
398.41,395.46,402.84,22.05,24.4,23.43,15.05,0.917,63.41
398.86,400.78,403.48,23.86,21.24,23.2,13.12,0.902,63.83
397.87,396.88,403.79,23.2,23.8,25.36,14.3,0.902,62.65
395.81,404.97,398.68,23.13,22.56,22.68,13.76,0.922,63.96
402.05,403.02,397.07,21.64,22.44,22.15,14.08,0.908,63
397.74,394.65,400.1,22.25,25.07,23.71,13.5,0.916,62.91
399.58,395.82,398.03,21.92,23.58,22.72,12.52,0.899,65.04
398.93,397.17,407.59,22.54,23.12,22.23,13.32,0.897,61.4
404.04,402.81,397.31,22.92,21.53,22.49,14.94,0.906,63.85
399.05,398.74,400.09,21.92,22.02,20.65,16.43,0.876,61.15
397.71,401.74,401.23,25.32,23.69,23.6,12.73,0.911,61.97
403.98,395.99,395.2,23.38,22.22,23.47,15.23,0.884,63.88
398.57,402.13,401.26,21.96,23.49,23.54,13.61,0.898,65.09
400.68,397.61,401.55,22.74,22.43,23.44,14.3,0.898,62.49
398.09,399.15,398.21,21.48,26.63,22.41,13.58,0.909,64.48
401.07,404.14,398.08,23.93,21.5,20.98,14.46,0.88,61.78
394.2,395.81,403.69,24.96,24.84,21.27,14.19,0.915,64.53
397.78,400.99,397.15,25.87,23.27,23.38,14.04,0.882,62.63
400.57,397.69,396.37,24.57,22.61,21.97,14.21,0.909,64.37
402.49,401.17,401.82,22.76,24.49,21.31,13.36,0.889,64.09
403.93,408.66,392.11,22.21,23.7,22.95,12.54,0.907,62.98
401.35,401.52,396.38,24.73,23.49,22.61,14.25,0.893,60.88
402.07,401.01,396.67,24.92,25.15,21.75,14.53,0.885,63.27
399.73,403.91,401.38,23.64,23.97,22.45,14.32,0.907,63.92
399.39,399.27,403.35,23.22,21.83,24.2,13.15,0.88,63.31
394.03,401.91,396.76,21.86,21.16,22.52,13.29,0.899,61.95
398.39,396.69,402.66,21.97,23.62,22.52,14.06,0.9,63.64
398.16,396.15,391.38,22.54,21.85,21.23,12.73,0.916,63.51
401.62,398.99,394.63,21.49,22.29,23.83,14.13,0.862,61.2
399.54,398.4,402.7,24.64,22.74,25.11,14.28,0.902,62.28
394.43,403.37,399.36,23.66,24.14,23.55,14.78,0.91,63.48
393.52,405.04,398.84,21.74,23.75,23.7,14.05,0.914,63.11
397.43,399.29,399.76,24.78,23.2,21.18,14.39,0.903,63.78
402.14,403.03,402.36,22.64,24.4,22.08,13.51,0.927,62.11
400.53,401.97,400.61,22.95,23.95,22.75,13.41,0.901,62.15
399.78,403.82,399,24.3,23.43,24.37,13.94,0.904,63.75
399.29,397.96,398.59,22.21,21.91,23.56,14.4,0.907,62.9
404.76,401.82,400.57,23.95,22.97,23.7,13.64,0.911,62.19
401.96,399.99,400.01,23.54,21.66,22.1,13.14,0.913,60.87
394.38,399.31,398.38,23.9,23.3,22.55,12.74,0.922,62.21
395.99,402,397.91,21.46,22.94,22.03,15.11,0.889,62.53
398.81,405.98,397.86,22.05,21.98,21.78,12.11,0.901,61.64
397.43,400.36,402.96,24.02,24.11,23.56,14.43,0.919,61.95
397.22,396.86,400.41,23.37,19.91,21.52,14.68,0.899,62.78
395.11,401.62,402.81,22.96,22.77,21.55,15.01,0.922,63.2
403.97,394.34,404.44,22.34,25.22,22.97,14.61,0.921,63.82
399.02,399.89,405.45,23.1,20.94,21.51,13.87,0.892,63
401.68,394.62,402.83,25.05,22.98,21.94,14.79,0.906,63.59
399.45,398.45,397.83,22.23,24.51,22.24,13.13,0.905,64
402.39,401.18,400.06,22.35,22.59,24.46,14.4,0.925,65.06
403.82,402.55,400.81,23.93,24.69,23.73,14.31,0.915,61.97
399.3,406.33,400.27,24.89,23.85,23.7,12.46,0.915,61.61
401.87,404.31,398.81,24.81,24.42,21.87,11.68,0.917,64.98
397.12,399.78,398.64,22.23,22.18,23.41,12.99,0.891,62.49
400.78,400.42,403.15,25.04,23.87,23.85,13.35,0.903,63.84
394.87,407.2,404.16,23.73,24.4,24.16,15.3,0.843,62.09
394.68,397.7,395.09,20.48,25.58,24.06,14.66,0.877,62.21
400.87,403.43,402.1,20.16,22.18,22.06,13.61,0.902,64.16
395.81,394.7,398.1,23.53,23.25,21.28,13.48,0.907,63.17
401.36,396.92,402.5,20.71,22.25,22.65,13.48,0.916,62.61
400.76,401.22,394.48,22.38,23.03,22.76,14.22,0.911,64.37
402.81,399.17,398.84,24.5,24.95,24.46,14.1,0.921,63.84
401.65,400.57,399.76,21.78,24.63,22.41,13.07,0.884,61.98
403.51,404.48,403.31,22.84,23.57,22.05,13.58,0.916,64.33
402.02,405.9,394.42,22.92,22.54,24.07,13.42,0.886,61.95
401.34,401.85,403.22,21.36,22.03,24.28,15.68,0.9,62.41
399.42,399.11,398.11,22.02,24.72,22.64,13.76,0.88,64.05
400.24,405.03,402.08,22.87,21.77,23.99,13.89,0.886,62.29
400.05,401.69,398.44,23.58,22.87,20.45,15.03,0.888,62.28
397.12,397.87,400.57,21.63,21.69,23.4,13.29,0.913,64.72
398.31,404.42,402.54,21.67,20.89,23.31,14.39,0.9,63.37
401.47,400.05,403.4,24.08,22.78,24.63,12.54,0.909,63.39
400.67,399.68,397.07,23.71,21.9,23.2,13.77,0.911,62.13
395.32,404.59,394.31,23.01,25.06,20.91,13.27,0.9,62.56
398.86,397.37,407.69,23.42,21.91,22.99,14.39,0.883,62.79
400.43,401.98,397.73,22.48,23.6,24.23,14.54,0.885,61.12
397.91,397.58,403.98,23.55,22.07,23.16,12.76,0.867,64.69
404.73,398.38,403.46,23.34,20.01,24.5,16.15,0.891,62.5
400.51,403.3,403.53,24.78,22.74,23.16,14.7,0.916,60.87
392.59,402.64,395.84,24.51,21.92,22.91,13.42,0.892,63.38
401.89,403.99,403.1,22.05,24.49,23.39,14.14,0.916,63.28
399.76,402.2,399.54,21.93,22.57,20.89,14.47,0.896,62.67
401.7,400.57,400.62,21.88,23.3,22.84,14.53,0.882,62.42
400.06,394.3,398.04,24.45,23.86,21.86,13.44,0.912,61.01
399.39,400.82,396.23,21.47,22.3,22.51,14.75,0.895,63.03
405.03,399.71,399.75,23.2,22.52,23.29,14.33,0.895,63.48
396.8,401.64,399.09,21.1,22.75,22.68,14.2,0.896,63.3
394.15,400,399.46,23.85,23.28,25.27,13.78,0.896,63.37
394.99,397.36,397.83,25.34,24.38,24.17,13.99,0.919,63.16
395.35,397.78,400.99,24.81,22.14,21.45,13.33,0.887,62.23
399.74,402.38,397.64,22.29,23.73,22.09,13.87,0.919,62.91
394.64,396.03,398.67,23.15,23.13,23.36,12.82,0.895,62.45
399.86,401.33,397.94,21.18,22.59,23.13,15.07,0.919,63.02
401.08,405.7,396.91,23.68,22.24,21.71,13.47,0.91,61.97
400.46,397.9,403.58,23.61,23.34,22.07,14.5,0.881,62.34
401.67,400.44,406.16,24.58,23.34,22.34,14.36,0.899,62.03
397.1,395.74,401.4,21.58,23.2,21.67,13.28,0.897,63.76
399.81,401.12,396.17,21.7,24.98,25.38,12.82,0.914,63.12
400.1,402.22,396.6,23.78,24.12,22.5,13.44,0.907,60.85
402.51,401.8,398.39,22.37,20.97,22.46,14.23,0.918,62.18
402.3,403.22,398.53,23.1,21.94,21.95,15.01,0.895,62.83
396.35,398.12,398.94,23.07,21.88,23.08,13.56,0.884,63.04
406.35,398.42,400.45,23.44,24.17,24.71,13.6,0.921,62.82
399.53,402.34,400.57,23.49,22.28,23.57,14.08,0.906,62.3
402.43,405.2,402.47,24.69,22.89,25.32,13.15,0.891,62.39
399.97,397.75,398.87,22.06,21.22,23.56,14.77,0.902,63.39
400.49,400.45,398.26,24.4,23.53,23.28,13.88,0.894,62.67
397.13,397.43,395.66,23.36,23.22,23.31,15.23,0.9,62.05
402.29,400.57,394.37,20.85,22.78,24.51,14.41,0.885,62.55
405.57,405.19,401.66,21.85,25.19,23.65,13.87,0.891,63.39
400.89,393.77,396.87,24.34,22.6,21.84,13.49,0.906,63.16
397.76,400.52,400.11,21.18,21.53,22.33,14.23,0.918,63.43
399.29,402.73,399.45,23.46,24.46,23.07,15.27,0.898,60.98
400.1,400.31,398.49,21.2,23.07,24.5,13.33,0.896,63.17
397.09,400.81,397.58,21.24,24.21,23.32,15.63,0.911,60.98
401.27,401.51,399.5,25.18,24.46,23.07,15.28,0.897,63.16
402.88,399.2,399.75,23.94,23.21,23.13,13.29,0.906,63.77
405.61,397.18,397.37,22.56,23.98,25.23,13.2,0.886,60.87
402.31,398.38,398.41,21.78,21.72,22.18,13.73,0.891,63.4
405.76,399.76,397.64,20.42,23.38,23.42,14.95,0.904,61.9
397.57,401.96,400.06,23.12,19.86,23.58,13.62,0.913,63.41
399.51,404.02,403.66,23.14,22.76,24.74,12.92,0.889,63.19
401.15,402.61,402.76,22.9,23.39,22.84,13.7,0.9,60.07
396.83,395.59,402.97,23.55,25.88,22.41,14.07,0.914,62.45
396.44,400.61,402.66,20.51,20.73,21.63,15.26,0.905,62.75
398.76,400.2,399.51,27.19,23.09,22.09,12.67,0.901,62.92
401.09,399.39,400.08,24.55,23.71,24.49,12.74,0.909,61.62
401.33,397.03,406.46,23.97,22.97,22.57,14.4,0.934,63.31
396.15,398.78,404.59,23.92,23.81,23.6,12.64,0.926,63.02
402.19,403.01,399.67,24.56,22.36,24.31,13.74,0.909,63.51
397.23,402.06,399.85,20.81,22.59,23.91,12.98,0.898,63.14
400.17,396.14,400.84,23.15,21.03,23,15.3,0.899,63.02
402.54,400.13,399.31,22.84,22.66,23.53,14.44,0.909,62.31
400.53,402.92,394.75,21.88,24.54,24.56,14.86,0.903,63.23
398.18,400.47,398.49,23.32,21.73,23.41,13.49,0.893,63.9
394.4,401.77,399.99,24.75,24.09,24.12,14.14,0.883,62.88
401.82,405.9,399.56,22.37,22.83,23.74,12.92,0.887,62.16
397.83,399.04,402.6,23.27,23.39,22.15,13.88,0.878,61.45
397.73,400.56,402.46,24.11,22.58,21.7,14.49,0.881,62.68
398.77,398.42,397.62,25.49,24.29,22.64,13.64,0.915,62.08
399.08,401.72,400.74,22.54,23.94,21.82,14.82,0.886,63.91
398.87,404.81,400.66,23.2,25.36,22.66,12.83,0.916,61.2
402.83,395.86,398.36,22.69,25.32,23.2,14.91,0.912,63.99
403.98,400.59,400.5,22.97,21.76,22.57,15.85,0.916,61.55
394.92,397.59,403.82,23.95,23.21,20.47,13.35,0.89,63.41
400.94,395.7,400.11,20.43,25.23,22.85,14.76,0.876,62.33
399.71,406.62,401.56,21.91,23.19,22,15.57,0.887,61.56
399.55,405.58,399.86,23.63,21.42,21.61,13.48,0.884,63.36
399.96,401.7,403.73,22.86,23.51,21.6,14.21,0.873,62.16
394.99,397.68,400.82,21.92,23.61,24.19,13.17,0.901,62.45
400.22,398.54,397.51,21.28,22.84,24.08,13.66,0.901,63.92
393.73,400.79,398.04,21.45,22.48,24.39,14.87,0.913,62.7
396.81,403.08,403.17,23.57,25.36,22.85,13.06,0.901,62.58
397.26,395.36,403.53,25.17,22.8,22.76,13.87,0.893,64.92
400.34,400.75,399.11,21.19,21.75,21.73,14.15,0.898,62.15
400.85,397.62,403.79,22.46,25.07,22.06,14.61,0.928,63.01
397.18,393.99,399.81,22.25,23.17,21.28,13.81,0.883,62.38
397.96,400.27,402.49,23.55,23.63,23.05,13.37,0.919,61.49
401.24,395.89,404.05,22.32,22.58,24.91,13.9,0.893,61.57
404.2,396.59,400.6,22.99,24.63,22.86,14.34,0.917,63.73
400.69,402.42,403.1,23.43,24.58,22.03,14.13,0.889,62.97
401.83,393.71,401.43,23.47,25.27,21.01,14.71,0.893,62.75
399.19,401.32,395.43,23.66,23.57,19.7,14.68,0.911,63.88
397.19,400.18,402.3,23.01,22.7,22.18,13.98,0.882,63.56
401.93,397.32,403.19,22.33,22.5,21.82,14.23,0.884,61.48
399.48,397.64,401.8,22.83,22.09,24.41,14.77,0.886,60.23
401.9,398.77,402.52,23.02,24.58,23.37,12.48,0.89,60.65
401.2,397.07,399.61,23.46,23.99,21.54,13.6,0.916,62.96
396.79,394.46,400.27,20.66,23.9,22.49,14.03,0.931,62.27
395.73,402.44,401.51,21.84,23.65,23.45,14.61,0.912,62.48
392.41,398.39,397.04,21.96,23.19,21.95,14.34,0.92,62.15
400.82,399.87,400.35,21.68,23.64,22.33,15.44,0.902,62.18
393.92,394.34,399.57,22.87,24.3,25.64,14.36,0.902,63.36
402.81,396.23,399.42,22.79,23.32,22.47,13.53,0.921,63.53
396.4,403.86,396.3,22.81,22.88,24.63,15.06,0.912,64.04
400.59,402.07,404.01,22.54,23.59,21.89,15.56,0.922,62.12
396.65,398.97,399.97,21.09,22.51,23.49,13.83,0.878,62.93
393.56,395.49,399.15,26.19,22.78,21.83,14.08,0.907,62.12
405.45,402.11,401.27,23.06,24.41,23.44,13.62,0.901,63.74
395.22,402.3,404.35,21.97,22.27,22.05,12.98,0.939,61.6
400.9,403.94,401.56,23.68,22.51,24.14,14.75,0.888,63.68
397.07,399.61,399.8,23.19,25.59,24.39,14.42,0.877,61.66
402.41,401.48,401.63,21.59,24.76,21.85,12,0.918,64.7
399.03,400.43,397.06,22.82,23.81,22.59,14.5,0.917,63.41
398.36,400.05,396.71,22.26,25.01,23.38,14.65,0.884,64.27
398.9,398.93,399.53,24.15,23.01,22.21,14.8,0.876,63.92
396.46,401.47,401.24,23.35,22.45,23.97,15.52,0.905,61.48
402.11,397.13,405.12,26.03,23.7,21.97,14.74,0.899,62.06
397.56,396.26,403.18,24.63,22.54,22.84,14.11,0.885,61.41
407.67,404.06,394.65,22.46,22.31,22.52,14.85,0.899,62.34
404.99,397.46,395.96,23.83,23.51,21.49,14.29,0.897,61.71
395.2,395.4,401.95,21.41,23.39,21.24,14.58,0.906,61.81
394.81,396.36,400.92,21.86,24.98,23.64,12.81,0.9,62.27
395.66,403.96,397.36,21.14,22.79,21.81,13.09,0.899,61.81
399.08,396.3,402.77,21.25,22.81,23.24,13.64,0.898,64.25
398.2,404.47,394.86,22.36,21.09,23.95,13.68,0.9,63.7
403.13,398.09,401.09,22.04,24.73,24.25,13.38,0.895,63.36
402.08,399.38,400.64,23.31,22.21,23.27,14.99,0.907,62.86
397.7,406.63,401.17,24.71,22.42,21.06,13.51,0.888,62.68
394,403.3,400.06,23.82,22.71,23.71,13.42,0.873,63.37
396.18,400.81,402,23.82,22.53,23.08,13.94,0.9,64.43
396.32,395.96,401.41,22.84,21.93,24.01,15.63,0.922,62.63
396.96,396.01,402.3,23.06,22.46,22.07,13.5,0.903,62.71
397.89,404.74,397.8,22.9,24.87,23.4,13.25,0.897,62.89
399.08,401.29,400.45,22.53,24.53,23.86,14.7,0.924,64.54
403.48,399.96,400.67,21.52,21.18,23.94,14.51,0.903,63.15
403.38,405.27,397.29,22.82,23.6,22.48,15.27,0.885,62.34
393.43,401.84,399.81,22.21,23.49,24.77,14.29,0.921,64.64
396.44,399.3,398.73,23.42,23.17,22.21,15.02,0.891,60.97
402.12,406.93,399.11,24.72,20.8,23.6,14.53,0.897,62.25
